MD	INC	AZM	DAD2_GW6	UAD2_GW6	AD2_GW6	AM2_GW6	DAD4_GW6	UAD4_GW6	AD4_GW6	AM4_GW6	AU1_GW6	DAU1_GW6	UAU1_GW6	DPD2_GW6	UPD2_GW6	PD2_GW6	PM2_GW6	DPD4_GW6	UPD4_GW6	PD4_GW6	PM4_GW6	PU1_GW6	DPU1_GW6	UPU1_GW6	RDAD2_GW6	RUAD2_GW6	RAD2_GW6	RAM2_GW6	RDAD4_GW6	RUAD4_GW6	RAD4_GW6	RAM4_GW6	RAU1_GW6	RDAU1_GW6	RUAU1_GW6	RDPD2_GW6	RUPD2_GW6	RPD2_GW6	RPM2_GW6	RDPD4_GW6	RUPD4_GW6	RPD4_GW6	RPM4_GW6	RPU1_GW6	RDPU1_GW6	RUPU1_GW6	QPd2_GW6	QPd4_GW6	QPu1_GW6	QAd2_GW6	QAd4_GW6	QAu1_GW6	XAU1_GW6	XYAU1_GW6	DXAU1_GW6	UXAU1_GW6	XPU1_GW6	XYPU1_GW6	DXPU1_GW6	UXPU1_GW6	RXAU1_GW6	RXYAU1_GW6	RDXAU1_GW6	RUXAU1_GW6	RXPU1_GW6	RXYPU1_GW6	RDXPU1_GW6	RUXPU1_GW6	QXPu1_GW6	QXAu1_GW6	Rhfm	Rvfm	TVD	NS	EW	VS	LD	TVDSS	DLS	TSD
.FT	.deg	.deg	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.dB	En Zona	.dB	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.deg	.deg	.deg	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.deg	.deg	.deg	.deg	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.deg	.dB	.Ohmm	.Ohmm	.FT	.FT	.FT	.FT	.FT	.FT	.deg/100ft	.FT
11910	85	0	0.396086	-0.51888	0.057969	-0.28384	0.188489	-0.33509	-0.07743	-0.08064	-0.13608	Cerca del TECHO	-0.56298	3.399942	-0.51116	1.704398	3.933705	-0.76644	2.185935	0.454103	1.379493	-0.00229	-5.07958	6.185826	200	11.21969	200	12.69965	200	3.88912	13.92869	8.330242	14.85112	200	4.529191	39.82083	5000	98.29168	23.7496	5000	13.13134	81.44306	15.9538	5000	5000	9.381973	-3.9111	2.952372	11.26541	0.914963	0.523582	0.986778	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	8.306064	8.306064	5166.467	1902.732	0	1902.732	1902.732	166.4675	-999.25	5166.467
11920	85	0	0.977622	0.363594	0.755453	0.250577	0.299647	-0.31714	-0.01104	-0.0582	-0.11586	Cerca del TECHO	-0.6037	0.939162	-4.15031	-1.05725	-2.96586	-2.51173	0.619485	-1.28684	-0.37927	-2.00033	-7.3881	4.768148	200	200	200	200	200	4.101385	48.66706	10.59276	16.71113	200	4.260858	205.1874	5000	5000	5000	5000	57.78319	5000	5000	5000	5000	12.90845	-5.08947	3.131211	12.15625	0.614028	0.616783	1.128041	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	82.82858	82.82858	5167.339	1912.694	0	1912.694	1912.694	167.339	-999.25	5167.339
11930	85	0	0.609777	-0.33363	0.207974	-0.03644	0.137531	-0.22267	-0.04965	-0.04795	-0.13926	Cerca del TECHO	-0.48896	-0.180298	0.5418	-0.13335	0.77583	-1.36254	1.430748	-0.10437	0.422403	-0.69418	-5.53129	4.898975	200	16.87433	200	41.77455	200	5.726562	19.41445	12.15188	14.57972	200	5.149266	5000	396.6491	5000	166.2212	5000	21.95854	5000	59.08218	5000	5000	12.47917	0.722097	2.79329	10.43027	0.943405	0.360197	0.80174	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5168.211	1922.656	0	1922.656	1922.656	168.2106	-999.25	5168.211
11940	85	0	0.302718	-0.33582	0.003698	-0.05911	0.064101	-0.15844	-0.0498	-0.0354	-0.14176	Cerca del TECHO	-0.39949	0.734253	2.586309	1.471043	1.556161	-0.4566	1.417702	0.430254	0.511422	0.443395	-3.44864	4.727456	200	16.78166	105.9688	34.12533	200	7.767038	19.37437	15.00129	14.36567	200	6.161403	276.5333	57.53285	118.2336	74.26172	5000	22.21859	86.40224	48.1471	178.2567	5000	13.04198	1.852056	1.874302	8.176093	0.638538	0.222544	0.57222	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5169.082	1932.618	0	1932.618	1932.618	169.0821	-999.25	5169.082
11950	85	0	0.1398	-0.26345	-0.05429	-0.04819	0.030055	-0.11523	-0.04322	-0.02609	-0.13369	Cerca del TECHO	-0.3322	1.424933	2.622295	1.961875	1.527304	0.012732	1.150203	0.563052	0.452016	1.039148	-1.87845	4.162117	200	20.61546	54.90851	37.39514	200	10.14667	21.40265	18.21871	15.05457	200	7.219299	123.1355	56.47965	82.25267	75.92153	3374.035	28.49867	64.21835	54.88471	71.84389	5000	15.15501	1.197362	1.137471	6.04057	0.403254	0.145281	0.42523	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5169.954	1942.58	0	1942.58	1942.58	169.9537	-999.25	5169.954
11960	85	0	0.057969	-0.19588	-0.06584	-0.0346	0.012894	-0.08506	-0.03617	-0.01947	-0.12285	Cerca del TECHO	-0.27888	1.712573	2.307658	1.992959	1.417926	0.230801	0.90657	0.561674	0.393446	1.28464	-0.83643	3.515622	200	25.94288	50.31883	42.57402	200	13.01539	24.21663	21.78586	15.98034	200	8.365389	97.70611	66.75195	80.5802	82.87134	169.3281	37.55877	64.38445	63.75831	57.12201	5000	18.43502	0.595085	0.67577	4.35205	0.253845	0.097954	0.325459	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5170.825	1952.542	0	1952.542	1952.542	170.8253	-999.25	5170.825
11970	85	0	0.017315	-0.14403	-0.06206	-0.02335	0.003814	-0.06389	-0.03001	-0.01479	-0.11183	Cerca del TECHO	-0.23565	1.79387	2.041707	1.913611	1.332659	0.329216	0.734125	0.528867	0.351819	1.348279	-0.18232	2.93916	140.2983	32.21605	51.82227	48.16638	200	16.11092	27.33557	25.53101	17.15436	200	9.605454	92.15248	78.16354	84.84944	89.07528	115.763	47.77516	68.85042	71.84121	54.15678	5000	22.69657	0.247837	0.404909	3.121481	0.161343	0.067708	0.253896	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5171.697	1962.504	0	1962.504	1962.504	171.6968	-999.25	5171.697
11980	85	0	-0.00231	-0.10629	-0.05376	-0.01464	-0.00108	-0.04894	-0.02497	-0.01144	-0.10155	Cerca del TECHO	-0.20045	1.793113	1.86404	1.827878	1.27522	0.372388	0.619152	0.494593	0.323595	1.329009	0.219963	2.471952	95.96365	39.01405	55.14526	53.81219	98.95677	19.60406	30.74211	29.3583	18.46007	200	10.92394	92.20199	87.78253	89.9338	93.77411	101.1904	57.81768	74.12648	78.51098	54.95394	368.7825	27.62214	0.070927	0.246764	2.251988	0.103984	0.047856	0.200715	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5172.568	1972.466	0	1972.466	1972.466	172.5684	-999.25	5172.568
11990	85	0	-0.01105	-0.07895	-0.04478	-0.00791	-0.00372	-0.03823	-0.02094	-0.00898	-0.09232	Cerca del TECHO	-0.1718	1.765988	1.752727	1.759474	1.237807	0.389924	0.542884	0.465888	0.304338	1.277094	0.466092	2.107624	84.81463	46.02095	59.46118	59.36592	75.5483	23.34384	34.22844	33.08336	19.78112	73.38658	12.3857	93.97687	94.8446	94.4031	97.08754	96.20034	66.9021	79.16744	83.78029	57.49218	168.4855	33.00363	-0.01326	0.15296	1.641532	0.067901	0.034516	0.160323	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5173.44	1982.427	0	1982.427	1982.427	173.4399	-999.25	5173.44
12000	85	0	-0.01412	-0.05889	-0.03642	-0.00265	-0.00509	-0.03044	-0.01774	-0.00715	-0.08419	Cerca del TECHO	-0.14846	1.734769	1.685057	1.710141	1.21384	0.395499	0.491616	0.443324	0.290935	1.216239	0.616647	1.82734	81.61158	53.08009	64.14701	64.77149	67.98049	27.05504	37.75522	36.86997	21.17747	55.30484	13.84875	96.11624	99.67707	97.88035	99.28847	94.69435	74.59878	83.61861	87.88673	60.55857	125.7165	38.78342	-0.04971	0.096118	1.210693	0.044771	0.02535	0.129172	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5174.311	1992.389	0	1992.389	1992.389	174.3115	-999.25	5174.311
12010	85	0	-0.01426	-0.04393	-0.02906	0.001513	-0.00575	-0.02467	-0.01519	-0.00576	-0.07712	Cerca del TECHO	-0.12941	1.707462	1.645331	1.676577	1.198868	0.395556	0.456491	0.425915	0.281395	1.156908	0.708659	1.612082	81.46396	59.86711	68.95809	69.99136	64.84823	30.98775	41.1794	40.435	22.56191	48.09062	15.42041	98.07221	102.8629	100.3229	100.7576	94.68014	80.96113	87.37972	91.01574	63.9627	108.2692	44.50895	-0.06213	0.060936	0.903423	0.029667	0.018919	0.104849	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5175.183	2002.351	0	2002.351	2002.351	175.183	-999.25	5175.183
12020	85	0	-0.01295	-0.0326	-0.02276	0.004835	-0.006	-0.02031	-0.01315	-0.00469	-0.07103	Cerca del TECHO	-0.11379	1.686262	1.623501	1.654999	1.189966	0.393191	0.431939	0.412513	0.274458	1.103245	0.764612	1.44612	82.83121	66.56837	73.74058	74.98328	63.84946	34.85504	44.45286	43.95455	23.95603	44.2073	16.92985	99.59077	104.6375	102.077	101.6913	95.29919	86.02265	90.44198	93.46382	67.36012	99.74323	50.10926	-0.06276	0.038748	0.681508	0.019648	0.014317	0.085641	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5176.055	2012.313	0	2012.313	2012.313	176.0546	-999.25	5176.055
12030	85	0	-0.011	-0.02392	-0.01746	0.0075	-0.00602	-0.01698	-0.0115	-0.00385	-0.06579	Cerca del TECHO	-0.10092	1.671095	1.613176	1.642205	1.185182	0.38991	0.414451	0.402156	0.269316	1.056465	0.798232	1.317338	84.86955	72.8286	78.37186	79.69443	63.76539	38.69976	47.71967	47.26696	25.19233	42.0233	18.55007	100.7686	105.4769	103.117	102.193	96.20417	89.962	93.03063	95.30789	70.52952	95.26786	55.51794	-0.05792	0.02454	0.519106	0.012923	0.010963	0.070307	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5176.926	2022.275	0	2022.275	2022.275	176.9262	-999.25	5176.926
12040	85	0	-0.00885	-0.01723	-0.01304	0.009642	-0.00592	-0.01439	-0.01015	-0.00318	-0.06132	Cerca del TECHO	-0.09028	1.661089	1.610223	1.635695	1.183185	0.386442	0.401783	0.394101	0.265443	1.016501	0.817992	1.216672	87.40786	78.58344	82.74533	84.06204	64.17701	42.46213	50.64453	50.21368	26.48012	40.4973	20.09097	101.5819	105.7169	103.6462	102.4024	97.16071	93.12377	95.04825	96.82008	73.56276	92.86259	60.5337	-0.05087	0.015341	0.39868	0.008377	0.008477	0.057935	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5177.798	2032.237	0	2032.237	2032.237	177.7977	-999.25	5177.798
12050	85	0	-0.00674	-0.01204	-0.00939	0.011358	-0.00575	-0.01236	-0.00905	-0.00264	-0.0575	Cerca del TECHO	-0.08142	1.655179	1.611905	1.633563	1.18304	0.383132	0.392478	0.387799	0.262486	0.98277	0.829193	1.137405	89.91193	83.78682	86.7643	88.01612	64.83226	45.93576	53.53398	53.21265	27.70969	39.54016	21.67121	102.0623	105.5802	103.8195	102.4176	98.0738	95.49599	96.78642	97.97434	76.27373	91.51369	65.09449	-0.04327	0.009346	0.308212	0.005297	0.006604	0.047844	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5178.669	2042.199	0	2042.199	2042.199	178.6693	-999.25	5178.669
12060	85	0	-0.0048	-0.00802	-0.00641	0.012728	-0.00556	-0.01074	-0.00815	-0.00221	-0.05426	Cerca del TECHO	-0.07402	1.652342	1.616373	1.634368	1.184079	0.380131	0.385567	0.382846	0.260207	0.954543	0.835197	1.074564	92.50642	88.38845	90.34004	91.48255	65.69557	49.29645	56.12505	55.80438	28.85441	38.90998	23.27061	102.293	105.2169	103.7541	102.3087	98.90162	97.40209	98.15255	98.8641	78.70404	90.79061	69.26232	-0.03597	0.005436	0.239367	0.003221	0.00517	0.039521	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5179.541	2052.161	0	2052.161	2052.161	179.5408	-999.25	5179.541
12070	85	0	-0.00309	-0.00493	-0.00401	0.013811	-0.00538	-0.00944	-0.00741	-0.00185	-0.05152	Cerca del TECHO	-0.06782	1.651677	1.622354	1.63702	1.185815	0.377494	0.380399	0.378945	0.25844	0.931097	0.838171	1.024455	94.8066	92.3368	93.57068	94.46308	66.58496	52.52183	58.54538	58.28873	29.82132	38.40783	24.69039	102.3471	104.7308	103.5385	102.1266	99.62893	98.82772	99.22861	99.5542	80.81351	90.43246	72.95904	-0.02932	0.002905	0.186284	0.001837	0.004056	0.032576	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5180.412	2062.123	0	2062.123	2062.123	180.4124	-999.25	5180.412
12080	85	0	-0.00163	-0.00256	-0.0021	0.01466	-0.00521	-0.00839	-0.0068	-0.00157	-0.04923	Cerca del TECHO	-0.06259	1.652429	1.628961	1.640697	1.187894	0.37523	0.376523	0.375876	0.257066	0.911787	0.839535	0.984314	96.9981	95.58137	96.28891	97.05679	67.39178	55.341	60.64557	60.37676	30.79389	37.97179	26.1149	102.2859	104.1937	103.2397	101.9086	100.2907	99.89665	100.0862	100.104	82.68504	90.26825	76.14084	-0.02347	0.001293	0.144779	0.000936	0.003176	0.026707	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5181.284	2072.085	0	2072.085	2072.085	181.2839	-999.25	5181.284
12090	85	0	-0.00041	-0.00078	-0.00059	0.015316	-0.00507	-0.00754	-0.00631	-0.00134	-0.04732	Cerca del TECHO	-0.05817	1.653981	1.635575	1.644778	1.190054	0.373328	0.373628	0.373478	0.256004	0.896064	0.840239	0.95206	98.84498	98.27981	98.56185	99.12003	68.06706	58.10788	62.61616	62.39476	31.63859	37.55577	27.47398	102.1598	103.656	102.9078	101.682	100.8929	100.7977	100.8453	100.5816	84.20897	90.18344	78.91783	-0.01841	0.000301	0.111821	0.000373	0.002469	0.021678	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5182.156	2082.047	0	2082.047	2082.047	182.1555	-999.25	5182.156
12100	85	0	0.000584	0.000537	0.00056	0.015813	-0.00497	-0.00686	-0.00591	-0.00115	-0.04577	Cerca del TECHO	-0.05443	1.655835	1.641769	1.648802	1.192105	0.371766	0.371493	0.37163	0.255191	0.883475	0.84094	0.926114	100.4058	100.322	100.3635	100.8259	68.57668	60.42305	64.19513	64.00098	32.32808	37.12424	28.79597	102.0091	103.1525	102.5808	101.4669	101.387	101.4736	101.4303	100.9467	85.47973	90.09899	81.29651	-0.01407	-0.00027	0.085174	0.000047	0.00189	0.017304	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5183.027	2092.009	0	2092.009	2092.009	183.0271	-999.25	5183.027
12110	85	0	0.001362	0.001478	0.00142	0.016178	-0.0049	-0.0063	-0.0056	-0.00101	-0.04453	Cerca del TECHO	-0.05125	1.657597	1.647254	1.652425	1.193908	0.370527	0.36996	0.370244	0.254586	0.87366	0.842113	0.905267	101.7959	102.0034	101.8995	102.2165	68.89482	62.62714	65.51709	65.30537	32.87722	36.64853	29.91724	101.8658	102.7066	102.2862	101.2778	101.7792	101.9589	101.869	101.2186	86.54332	89.96201	83.31697	-0.01034	-0.00057	0.063155	-0.00012	0.001404	0.013433	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5183.899	2101.971	0	2101.971	2101.971	183.8986	-999.25	5183.899
12120	85	0	0.001945	0.002114	0.002029	0.016435	-0.00488	-0.00586	-0.00537	-0.0009	-0.04359	Cerca del TECHO	-0.04856	1.658959	1.651844	1.655402	1.195366	0.369595	0.368917	0.369256	0.254158	0.86634	0.844122	0.888588	102.8376	103.1386	102.988	103.1912	68.99965	64.38581	66.62971	66.44418	33.36668	36.10426	31.09149	101.7551	102.3335	102.0443	101.1249	102.0743	102.289	102.1816	101.4112	87.3366	89.74426	84.93351	-0.00712	-0.00068	0.044466	-0.00017	0.000985	0.009941	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5184.77	2111.933	0	2111.933	2111.933	184.7702	-999.25	5184.77
12130	85	0	0.002347	0.002496	0.002421	0.016598	-0.00491	-0.00552	-0.00521	-0.00083	-0.04291	Cerca del TECHO	-0.04627	1.659688	1.655434	1.657561	1.196411	0.368961	0.368285	0.368623	0.253884	0.861307	0.847276	0.875351	103.5549	103.8222	103.6885	103.8123	68.87032	65.92313	67.39682	67.22672	33.73696	35.57476	32.10602	101.6958	102.0416	101.8687	101.0153	102.2752	102.4891	102.3821	101.5341	87.88196	89.40246	86.36009	-0.00425	-0.00068	0.028075	-0.00015	0.000612	0.006724	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5185.642	2121.895	0	2121.895	2121.895	185.6417	-999.25	5185.642
12140	85	0	0.002574	0.002665	0.002619	0.016679	-0.00499	-0.00525	-0.00512	-0.00079	-0.04249	Cerca del TECHO	-0.04433	1.659611	1.657983	1.658797	1.197003	0.368623	0.368008	0.368315	0.253753	0.858422	0.851861	0.864985	103.9608	104.1227	104.0417	104.1223	68.48464	67.19194	67.83831	67.67568	33.96735	34.97623	32.96617	101.7021	101.8344	101.7682	100.9532	102.3821	102.5767	102.4794	101.5932	88.19467	88.90561	87.48342	-0.00163	-0.00062	0.013124	-9.10E-05	0.000269	0.003691	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5186.513	2131.857	0	2131.857	2131.857	186.5133	-999.25	5186.513
12150	85	0	0.002626	0.002644	0.002635	0.016685	-0.00512	-0.00506	-0.00509	-0.00078	-0.04231	Cerca del TECHO	-0.04269	1.658609	1.659504	1.659056	1.197122	0.36859	0.368049	0.36832	0.253757	0.857602	0.85817	0.857034	104.0545	104.0859	104.0702	104.144	67.8171	68.11419	67.96566	67.80403	34.06276	34.2704	33.85514	101.7835	101.7108	101.7472	100.9408	102.3925	102.5636	102.4781	101.5914	88.28345	88.22189	88.34508	0.000895	-0.00054	-0.00114	-1.80E-05	-6.20E-05	0.00076	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5187.385	2141.819	0	2141.819	2141.819	187.3848	-999.25	5187.385
12160	85	0	0.002494	0.002449	0.002471	0.016616	-0.00533	-0.00493	-0.00513	-0.0008	-0.04238	Cerca del TECHO	-0.04131	1.656615	1.660058	1.658336	1.196766	0.368882	0.368387	0.368635	0.253896	0.858826	0.86653	0.851124	103.8182	103.7374	103.7778	103.8814	66.83693	68.72822	67.78262	67.61597	34.02538	33.43838	34.61242	101.9456	101.6658	101.8057	100.9781	102.2999	102.4567	102.3783	101.529	88.15083	87.31599	88.98549	0.003443	-0.0005	-0.01541	0.000045	-0.00039	-0.00215	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5188.256	2151.781	0	2151.781	2151.781	188.2564	-999.25	5188.256
12170	85	0	0.002157	0.002084	0.00212	0.016468	-0.0056	-0.00487	-0.00523	-0.00084	-0.04269	Cerca del TECHO	-0.04014	1.653612	1.659755	1.656683	1.195956	0.369534	0.36901	0.369272	0.254175	0.862126	0.877323	0.84694	103.2151	103.0853	103.1501	103.3193	65.5059	69.06493	67.28554	67.10724	33.85478	32.56088	35.25048	102.1898	101.6904	101.9401	101.0631	102.0935	102.2595	102.1765	101.4034	87.79322	86.14642	89.43891	0.006143	-0.00052	-0.03038	0.000073	-0.00074	-0.00511	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5189.128	2161.742	0	2161.742	2161.742	189.128	-999.25	5189.128
12180	85	0	0.001581	0.001545	0.001563	0.016233	-0.00596	-0.00485	-0.00541	-0.00092	-0.04325	Cerca del TECHO	-0.03916	1.649635	1.658756	1.654195	1.194729	0.370598	0.369918	0.370258	0.254607	0.867593	0.891015	0.844198	102.1867	102.1225	102.1545	102.4235	63.98481	69.14994	66.46312	66.26486	33.54791	31.62649	35.78761	102.513	101.7716	102.1423	101.1917	101.7568	101.9721	101.8645	101.2093	87.20078	84.69827	89.73607	0.00912	-0.00068	-0.04682	0.000036	-0.00112	-0.00819	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5190	2171.704	0	2171.704	2171.704	189.9995	-999.25	5190
12190	85	0	0.000721	0.000822	0.000771	0.015895	-0.00642	-0.00488	-0.00565	-0.00103	-0.04408	Cerca del TECHO	-0.03833	1.644787	1.657278	1.651032	1.193149	0.372148	0.371119	0.371633	0.255211	0.875379	0.908189	0.842622	100.6498	100.8305	100.7398	101.1401	62.16803	69.00564	65.29576	65.06624	33.09897	30.52936	36.30076	102.9072	101.8918	102.3995	101.3574	101.2663	101.5921	101.4292	100.9377	86.35705	83.03377	89.90683	0.012491	-0.00103	-0.06557	-0.0001	-0.00154	-0.0115	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5190.871	2181.666	0	2181.666	2181.666	190.8711	-999.25	5190.871
12200	85	0	-0.00049	-0.0001	-0.00029	0.015437	-0.00699	-0.00495	-0.00597	-0.00118	-0.04517	Cerca del TECHO	-0.03762	1.639243	1.655603	1.647424	1.191309	0.374289	0.372626	0.373457	0.256017	0.885703	0.929582	0.841916	98.72339	99.30722	99.01487	99.49984	59.92089	68.65315	63.96704	63.7572	32.59356	29.39623	36.78335	103.3579	102.0279	102.6928	101.5504	100.5887	101.1149	100.8519	100.5758	85.23835	80.96032	89.98332	0.016361	-0.00166	-0.08767	-0.00039	-0.00204	-0.01511	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5191.743	2191.628	0	2191.628	2191.628	191.7426	-999.25	5191.743
12210	85	0	-0.00212	-0.00124	-0.00168	0.014832	-0.00769	-0.00506	-0.00637	-0.00137	-0.04657	Cerca del TECHO	-0.037	1.633281	1.654094	1.643689	1.189338	0.377166	0.374461	0.375813	0.257063	0.898857	0.956141	0.841726	96.24855	97.58377	96.91551	97.5961	57.63189	68.1146	62.34502	62.10314	31.97484	28.19243	37.20516	103.8425	102.1506	102.9964	101.7571	99.71925	100.5343	100.1063	100.1055	83.9383	78.56644	90.0043	0.020813	-0.00271	-0.11442	-0.00088	-0.00263	-0.01913	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5192.614	2201.59	0	2201.59	2201.59	192.6142	-999.25	5192.614
12220	85	0	-0.00429	-0.00261	-0.00345	0.014049	-0.00855	-0.00521	-0.00688	-0.00161	-0.04829	Cerca del TECHO	-0.03644	1.627314	1.653202	1.640262	1.187417	0.380984	0.376644	0.378813	0.258407	0.915217	0.989091	0.841591	93.19549	95.51107	94.32401	95.13399	54.85067	67.41615	60.33395	60.03891	31.21175	26.81873	37.59146	104.3276	102.2231	103.275	101.9586	98.66625	99.86341	99.26519	99.56705	82.35266	75.72958	90.02064	0.025888	-0.00434	-0.1475	-0.00168	-0.00334	-0.0237	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5193.486	2211.552	0	2211.552	2211.552	193.4857	-999.25	5193.486
