MD	INC	AZM	DAD2_GW6	UAD2_GW6	AD2_GW6	AM2_GW6	DAD4_GW6	UAD4_GW6	AD4_GW6	AM4_GW6	AU1_GW6	DAU1_GW6	UAU1_GW6	DPD2_GW6	UPD2_GW6	PD2_GW6	PM2_GW6	DPD4_GW6	UPD4_GW6	PD4_GW6	PM4_GW6	PU1_GW6	DPU1_GW6	UPU1_GW6	RDAD2_GW6	RUAD2_GW6	RAD2_GW6	RAM2_GW6	RDAD4_GW6	RUAD4_GW6	RAD4_GW6	RAM4_GW6	RAU1_GW6	RDAU1_GW6	RUAU1_GW6	RDPD2_GW6	RUPD2_GW6	RPD2_GW6	RPM2_GW6	RDPD4_GW6	RUPD4_GW6	RPD4_GW6	RPM4_GW6	RPU1_GW6	RDPU1_GW6	RUPU1_GW6	QPd2_GW6	QPd4_GW6	QPu1_GW6	QAd2_GW6	QAd4_GW6	QAu1_GW6	XAU1_GW6	XYAU1_GW6	DXAU1_GW6	UXAU1_GW6	XPU1_GW6	XYPU1_GW6	DXPU1_GW6	UXPU1_GW6	RXAU1_GW6	RXYAU1_GW6	RDXAU1_GW6	RUXAU1_GW6	RXPU1_GW6	RXYPU1_GW6	RDXPU1_GW6	RUXPU1_GW6	QXPu1_GW6	QXAu1_GW6	Rhfm	Rvfm	TVD	NS	EW	VS	LD	TVDSS	DLS	TSD
.FT	.deg	.deg	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.dB	En Zona	.dB	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.deg	.deg	.deg	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.deg	.deg	.deg	.deg	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.deg	.dB	.Ohmm	.Ohmm	.FT	.FT	.FT	.FT	.FT	.FT	.deg/100ft	.FT
11590	85	0	-3.60987	-3.60987	-3.60987	-3.07967	-1.14552	-1.1456	-1.14556	-0.84217	-2.49596	Cerca del TECHO	-2.49368	31.971868	31.97187	31.97187	30.79482	12.91587	12.916	12.91594	11.58738	31.27915	31.33786	31.22048	1	1	1	1	1.000405	1.000307	1.000356	1.000139	0.992076	0.991116	0.99304	1	1	1	1	1.000078	1.000059	1.000069	0.999983	0.985778	0.983001	0.988552	0	0.000129	-0.11738	0	0.000078	-0.00453	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5138.578	1583.95	0	1583.95	1583.95	138.5776	-999.25	5138.578
11600	85	0	-3.60987	-3.60987	-3.60987	-3.07967	-1.14541	-1.14552	-1.14547	-0.84209	-2.48221	Cerca del TECHO	-2.48328	31.971872	31.97187	31.97187	30.79482	12.91282	12.91373	12.91328	11.58668	31.45703	31.55087	31.3632	1	1	1	1	1.000538	1.000403	1.00047	1.000269	0.997906	0.998373	0.997451	1	1	1	1	1.000535	1.000398	1.000466	1.000084	0.977365	0.972928	0.981803	-1.00E-06	0.000915	-0.18767	0	0.000108	0.002175	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5139.449	1593.912	0	1593.912	1593.912	139.4492	-999.25	5139.449
11610	85	0	-3.60987	-3.60987	-3.60987	-3.07967	-1.14583	-1.14583	-1.14583	-0.84208	-2.45053	Cerca del TECHO	-2.45918	31.971861	31.97186	31.97186	30.79482	12.90685	12.90941	12.90813	11.5848	31.6651	31.80005	31.52986	1.000002	1.000001	1.000002	1	1.000016	1.000017	1.000017	1.000281	1.014525	1.019252	1.009828	1	1	1	1	1.001426	1.001045	1.001235	1.00037	0.967526	0.961144	0.973921	0.000001	0.002552	-0.2702	0.000001	-1.00E-06	0.017348	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5140.321	1603.873	0	1603.873	1603.873	140.3207	-999.25	5140.321
11620	85	0	-3.60987	-3.60987	-3.60987	-3.07967	-1.14768	-1.14715	-1.14741	-0.84244	-2.39173	Cerca del TECHO	-2.41468	31.971757	31.97179	31.97177	30.7948	12.90037	12.90485	12.90261	11.58159	31.86189	32.03333	31.68932	0.999999	0.999999	0.999999	1.000001	0.99818	0.998702	0.998441	0.9998	1.046466	1.058955	1.034	1.000008	1.000006	1.000007	1.000001	1.002395	1.001726	1.00206	1.000856	0.958219	0.950112	0.96638	0.00003	0.004479	-0.34401	0	-0.00053	0.045942	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5141.192	1613.835	0	1613.835	1613.835	141.1923	-999.25	5141.192
11630	85	0	-3.60995	-3.60993	-3.60994	-3.07968	-1.15206	-1.1502	-1.15113	-0.84367	-2.29605	Cerca del TECHO	-2.34295	31.971918	31.97192	31.97192	30.79475	12.90506	12.90827	12.90666	11.57924	31.96372	32.14432	31.78052	0.999969	0.999978	0.999974	0.999997	0.993835	0.995684	0.99476	0.998355	1.09844	1.123828	1.072964	0.999997	0.999997	0.999997	1.000005	1.001694	1.001214	1.001454	1.001213	0.953404	0.944863	0.962067	0.000005	0.003212	-0.3638	-2.30E-05	-0.00187	0.093639	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5142.064	1623.797	0	1623.797	1623.797	142.0639	-999.25	5142.064
11640	85	0	-3.60987	-3.60986	-3.60986	-3.07972	-1.15863	-1.1546	-1.15662	-0.84624	-2.15587	Cerca del TECHO	-2.23906	31.974332	31.97359	31.97396	30.79505	12.95024	12.93912	12.94468	11.5859	31.83144	31.95462	31.70458	0.999999	1.000006	1.000002	0.999979	0.98733	0.991324	0.989327	0.995346	1.174583	1.225832	1.129395	0.999864	0.999905	0.999885	0.999987	0.995925	0.997264	0.996595	1.000203	0.959659	0.953834	0.965659	-0.00074	-0.01112	-0.25004	-1.60E-05	-0.00403	0.165497	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5142.935	1633.759	0	1633.759	1633.759	142.9354	-999.25	5142.935
11650	85	0	-3.60813	-3.60868	-3.60841	-3.07952	-1.1611	-1.15607	-1.15859	-0.84935	-1.96967	Cerca del TECHO	-2.10296	31.973336	31.97235	31.97284	30.79658	13.08388	13.02685	13.05534	11.61972	31.26556	31.20767	31.32394	1.000842	1.000577	1.000709	1.000077	0.984887	0.989866	0.987375	0.991706	1.301401	1.396491	1.204455	0.999919	0.999974	0.999946	0.999904	0.979834	0.986701	0.983271	0.996051	0.98642	0.989158	0.983659	-0.00099	-0.05704	0.11627	0.000548	-0.00503	0.264026	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5143.807	1643.721	0	1643.721	1643.721	143.807	-999.25	5143.807
11660	85	0	-3.60775	-3.60889	-3.60832	-3.07831	-1.13921	-1.14191	-1.14058	-0.848	-1.7458	Cerca del TECHO	-1.94243	31.91967	31.9367	31.92818	30.79081	13.3355	13.18497	13.26024	11.70626	30.01726	29.58342	30.47357	1.001027	1.000475	1.000751	1.000695	1.008339	1.004937	1.00661	0.993292	1.482708	1.677469	1.32121	1.003568	1.002404	1.002986	1.000269	0.949537	0.967662	0.9586	0.985534	1.056581	1.08212	1.029719	0.017031	-0.15053	0.890155	0.001137	0.002707	0.388025	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5144.679	1653.683	0	1653.683	1653.683	144.6785	-999.25	5144.679
11670	85	0	-3.64481	-3.63321	-3.63901	-3.08192	-1.0534	-1.0891	-1.07129	-0.82807	-1.5036	Cerca del TECHO	-1.7747	31.869151	31.92091	31.89507	30.74927	13.5823	13.33078	13.45729	11.84846	27.81672	26.73586	28.98557	0.986437	0.990938	0.988688	0.999083	1.116174	1.071308	1.093696	1.02143	1.736969	2.125131	1.45564	1.007022	1.003484	1.00525	1.003066	0.919821	0.950107	0.934874	0.968252	1.186121	1.264294	1.117314	0.051756	-0.25153	2.249707	-0.0116	0.0357	0.534704	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5145.55	1663.645	0	1663.645	1663.645	145.5501	-999.25	5145.55
11680	85	0	-3.70786	-3.65934	-3.68356	-3.11492	-0.86626	-0.97795	-0.92162	-0.76342	-1.26848	Cerca del TECHO	-1.6249	32.947065	32.62538	32.78528	30.83987	13.32539	13.15977	13.24505	11.93115	24.41434	22.35208	26.72087	0.961963	0.980798	0.971395	0.985622	1.400452	1.214563	1.308267	1.118997	2.074212	2.872896	1.595941	0.946181	0.963934	0.95511	0.997551	0.950755	0.970696	0.960429	0.958201	1.451023	1.656695	1.265434	-0.32168	-0.16562	4.36879	-0.04853	0.111687	0.708413	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5146.422	1673.607	0	1673.607	1673.607	146.4216	-999.25	5146.422
11690	85	0	-3.07484	-3.23648	-3.15742	-3.06947	-0.60202	-0.82862	-0.71261	-0.62867	-1.05848	Cerca del TECHO	-1.52105	35.143074	33.66672	34.41926	31.95986	11.71615	12.13652	11.91896	11.54107	19.63473	16.25996	23.59177	1.276988	1.18101	1.225074	1.005231	2.122374	1.48025	1.756315	1.365206	2.490307	4.4013	1.716526	0.834907	0.906465	0.868926	0.936673	1.179317	1.116514	1.149018	1.007005	2.002325	2.628359	1.529068	-1.47636	0.420366	7.3318	0.16164	0.226597	0.939133	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5147.293	1683.569	0	1683.569	1683.569	147.2932	-999.25	5147.293
11700	85	0	-1.7789	-2.40491	-2.06932	-2.31814	-0.33688	-0.71506	-0.52014	-0.44138	-0.86255	Cerca del TECHO	-1.48671	26.631132	26.62936	26.67431	31.46738	8.198902	9.768702	8.909677	9.833344	13.46398	8.680563	19.54162	2.7405	1.811991	2.235306	1.461758	3.870128	1.749862	2.482203	1.94099	3.039516	11.8662	1.756748	1.414617	1.414809	1.409931	0.963442	2.091592	1.583433	1.833006	1.285744	3.422831	6.125958	2.017784	-0.00177	1.5698	10.86106	0.626013	0.378188	1.306001	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5148.165	1693.531	0	1693.531	1693.531	148.1648	-999.25	5148.165
11710	85	0	-0.87475	-1.70958	-1.21163	-1.33342	-0.01732	-0.6823	-0.33495	-0.27763	-0.62091	Cerca del TECHO	-1.53144	12.134438	9.427771	11.01576	18.56999	3.272869	5.785037	4.239197	5.829634	6.154763	0.605893	14.4258	6.51054	2.885971	4.439859	2.861181	38.28189	1.843505	3.890597	2.988862	4.14984	200	1.704364	5.780191	8.777973	6.806476	2.423726	7.7849	3.523793	5.474284	2.691916	9.441259	128.099	3.115178	-2.70667	2.512168	13.81991	0.834823	0.664977	1.924103	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	1	1	5149.036	1703.493	0	1703.493	1703.493	149.0363	-999.25	5149.036
11720	85	0	0.381228	0.699479	0.470759	0.476442	0.50289	-0.64003	0.017104	-0.11459	-0.3407	Cerca del TECHO	-1.6482	7.650911	2.785749	5.798096	0.964393	-0.79397	0.534365	-0.77996	-0.08553	-0.39967	-5.65376	9.871312	200	200	200	200	200	1.977962	200	6.357372	7.049893	200	1.574112	12.23286	52.16006	18.65727	129.7825	5000	68.08622	5000	5000	5000	5000	5.182888	-4.86516	1.328331	15.52507	-0.31825	1.142923	2.705106	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	9.098773	8.517776	5149.908	1713.455	0	1713.455	1713.455	149.9079	-999.25	5149.908
11730	85	0	0.53345	-0.15495	0.275068	-0.03816	0.30947	-0.50338	-0.07741	-0.12379	-0.38409	Cerca del TECHO	-1.38157	4.669772	2.190399	3.612804	2.47217	-1.06638	1.87423	-0.05692	0.876959	0.157028	-5.65451	9.298749	200	30.65976	200	41.02881	200	2.565225	13.93169	5.946894	6.390812	200	1.897588	25.56131	71.40145	36.67023	42.65358	5000	15.83843	5000	26.61773	520.2464	5000	5.59835	-2.47937	2.940605	14.95325	0.688399	0.812852	2.122094	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.43012	19.96449	5150.779	1723.417	0	1723.417	1723.417	150.7794	-999.25	5150.779
11740	85	0	0.173578	-0.71781	-0.21143	-0.27632	0.090282	-0.38534	-0.14694	-0.11239	-0.47278	Cerca del TECHO	-1.12123	4.691278	6.070456	5.119446	4.879811	0.20692	2.906159	1.376387	1.518094	2.888916	-2.67981	10.1104	200	8.043801	24.51474	12.97937	200	3.387513	8.285912	6.45887	5.307292	200	2.347615	25.38802	17.39963	22.39522	17.8316	191.1239	9.085708	23.07052	14.31363	23.17008	5000	5.015174	1.379178	2.699239	12.7902	0.89139	0.475627	1.406591	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5151.651	1733.379	0	1733.379	1733.379	151.651	-999.25	5151.651
11750	85	0	-0.10752	-0.72246	-0.39169	-0.28613	-0.01817	-0.30336	-0.16008	-0.09777	-0.49787	Cerca del TECHO	-0.94464	5.338475	6.330593	5.755024	4.731446	1.06152	2.703039	1.825376	1.461642	4.552333	0.286107	9.566597	38.76181	7.986242	14.67437	12.6144	37.23294	4.286417	7.702172	7.18227	5.062239	200	2.79095	21.07211	16.33658	18.86899	18.61011	31.28318	9.975694	16.3549	14.98167	13.61661	281.3105	5.396638	0.992118	1.641519	9.28049	0.61494	0.285193	0.946681	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5152.523	1743.341	0	1743.341	1743.341	152.5226	-999.25	5152.523
11760	85	0	-0.266	-0.61175	-0.43204	-0.25603	-0.07692	-0.24346	-0.15961	-0.08664	-0.50178	Cerca del TECHO	-0.8121	5.412144	5.614591	5.507067	4.38753	1.469013	2.308176	1.872932	1.3496	5.374017	2.578342	8.47652	20.44813	9.524216	13.41513	13.73488	13.98978	5.274952	7.720826	7.877538	5.024082	12.2567	3.233675	20.64851	19.55927	20.1027	20.55541	21.30977	12.22636	15.85071	16.36626	11.12562	26.32031	6.329807	0.202446	0.839163	5.898178	0.345749	0.16654	0.638249	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5153.394	1753.303	0	1753.303	1753.303	153.3941	-999.25	5153.394
11770	85	0	-0.35391	-0.50248	-0.42703	-0.23094	-0.11394	-0.19903	-0.15624	-0.07969	-0.49848	Cerca del TECHO	-0.70335	5.261523	5.171942	5.218586	4.19865	1.67643	2.007625	1.839005	1.281091	5.734178	4.253722	7.315103	16.01725	11.58298	13.55255	14.88532	10.24693	6.363372	7.85447	8.407856	5.056273	8.041732	3.700291	21.51459	22.03538	21.76148	21.76136	18.14687	14.57673	16.20266	17.36904	10.29004	14.76798	7.624623	-0.08958	0.331195	3.061381	0.148568	0.085099	0.411914	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5154.266	1763.265	0	1763.265	1763.265	154.2657	-999.25	5154.266
11780	85	0	-0.42024	-0.41996	-0.42012	-0.2213	-0.14251	-0.16528	-0.15387	-0.07648	-0.49278	Cerca del TECHO	-0.60966	5.186726	5.055265	5.120994	4.15108	1.83727	1.809433	1.823411	1.259574	5.877451	5.556197	6.211228	13.73879	13.74645	13.742	15.3603	8.510529	7.495931	7.948337	8.669631	5.111946	6.488403	4.222383	21.94467	22.83515	22.3846	22.07837	16.22204	16.53298	16.37685	17.70637	9.970522	10.69388	9.333493	-0.13146	-0.02784	0.655031	-0.00028	0.022767	0.232122	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5155.137	1773.227	0	1773.227	1773.227	155.1372	-999.25	5155.137
11790	85	0	-0.49635	-0.35319	-0.42371	-0.22867	-0.17008	-0.1372	-0.15375	-0.07663	-0.48677	Cerca del TECHO	-0.52523	5.350124	5.134092	5.239169	4.227487	2.038355	1.663174	1.849439	1.282558	5.906236	6.696592	5.107398	11.71859	16.04743	13.64358	14.99745	7.305636	8.780687	7.953149	8.657877	5.170694	5.580501	4.831792	21.00513	22.29483	21.64313	21.57724	14.28607	18.3356	16.0861	17.34605	9.915583	8.510293	11.83419	-0.21603	-0.37518	-1.58919	-0.14316	-0.03289	0.079062	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5156.009	1783.189	0	1783.189	1783.189	156.0088	-999.25	5156.009
11800	85	0	-0.59521	-0.27533	-0.42989	-0.25122	-0.20128	-0.10936	-0.15576	-0.07995	-0.48163	Cerca del TECHO	-0.44347	5.870455	5.233946	5.530023	4.447528	2.336261	1.495491	1.90735	1.353669	5.811115	7.791119	3.853798	9.786493	19.86178	13.47406	13.91401	6.296111	10.60211	7.87323	8.386396	5.220888	4.992696	5.612084	18.3016	21.67316	19.97496	20.17234	12.01844	20.86085	15.52517	16.30892	10.11547	7.018552	16.54331	-0.63651	-0.84077	-3.93732	-0.31988	-0.09192	-0.06169	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5156.88	1793.15	0	1793.15	1793.15	156.8803	-999.25	5156.88
11810	85	0	-0.70445	-0.14793	-0.41056	-0.28092	-0.23933	-0.07478	-0.15895	-0.0864	-0.47829	Cerca del TECHO	-0.35417	6.682528	5.042441	5.742847	4.825444	2.741054	1.184153	1.932446	1.474648	5.481163	8.815924	2.265087	8.21871	31.66062	14.00532	12.80826	5.357636	14.33312	7.747055	7.892517	5.25347	4.546503	6.836531	15.09204	22.92305	18.92885	18.10162	9.809127	27.51308	15.2878	14.82777	10.86413	5.992423	30.47073	-1.64009	-1.5569	-6.55084	-0.55653	-0.16455	-0.20664	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5157.752	1803.112	0	1803.112	1803.112	157.7519	-999.25	5157.752
11820	85	0	-0.79021	0.075871	-0.31587	-0.29317	-0.2897	-0.02087	-0.16193	-0.09591	-0.4766	Cerca del TECHO	-0.23886	6.652284	4.181174	5.026514	5.011361	3.087096	0.529827	1.718339	1.574694	4.735805	9.559965	0.238318	7.27	200	17.69599	12.35231	4.469826	34.29963	7.628646	7.298511	5.26999	4.132928	9.500974	15.19497	29.88852	23.03222	17.20903	8.412214	68.71698	17.60938	13.72472	13.01458	5.401291	339.4539	-2.47111	-2.55727	-9.32165	-0.86608	-0.26883	-0.38467	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	21.46838	20	5158.623	1813.074	0	1813.074	1813.074	158.6235	-999.25	5158.623
11830	85	0	-0.70504	0.426431	-0.00156	-0.21909	-0.37157	0.08307	-0.15701	-0.10928	-0.47017	Cerca del TECHO	-0.07018	2.503952	3.684674	2.875647	2.933775	2.908197	-0.52922	0.946447	1.235192	3.560294	9.817939	-1.95529	8.211023	200	97.10476	15.46937	3.500606	200	7.823846	6.602535	5.332757	3.669199	24.15048	59.94315	35.66324	49.91414	34.44732	9.07678	5000	35.68137	18.10271	18.14738	5.220328	5000	1.180722	-3.43742	-11.7732	-1.13147	-0.45464	-0.63931	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	19.97307	18.61747	5159.495	1823.036	0	1823.036	1823.036	159.495	-999.25	5159.495
11840	85	0	-0.92684	0.197512	-0.20912	-0.41383	-0.41096	0.078487	-0.17632	-0.12623	-0.43559	Cerca del TECHO	-0.01839	3.143653	5.882138	4.54324	5.494423	3.501279	0.187959	1.581645	1.964974	4.328233	10.60682	-1.15103	6.078414	200	24.70157	9.239618	3.177524	200	7.058219	5.859155	5.704269	3.778147	56.92651	44.33486	18.24417	26.58082	15.24283	7.108164	211.4769	19.49629	10.58447	14.45317	4.717797	5000	2.738485	-3.31332	-11.7578	-1.12436	-0.48945	-0.66958	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	5.039377	4.810136	5160.367	1832.998	0	1832.998	1832.998	160.3666	-999.25	5160.367
11850	85	0	-1.45646	-0.64492	-1.0058	-0.90441	-0.36241	-0.08243	-0.22653	-0.15832	-0.35873	Cerca del TECHO	-0.12102	13.704191	12.22657	12.75437	15.98873	5.614672	3.273617	4.354419	4.631173	7.05864	11.51364	2.932892	3.536813	8.998247	5.528793	4.367672	3.598181	13.33047	5.634787	4.870028	6.768603	4.895128	16.16827	4.699434	5.706661	5.31269	3.105882	3.689984	7.782682	5.282387	3.658545	7.951157	4.232513	22.75564	-1.47763	-2.34105	-8.58075	-0.81154	-0.27998	-0.39631	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	2	2	5161.238	1842.96	0	1842.96	1842.96	161.2381	-999.25	5161.238
11860	85	0	-1.68201	-1.2084	-1.43268	-1.40265	-0.32044	-0.16532	-0.24336	-0.20193	-0.27297	Cerca del TECHO	-0.16335	20.523339	20.07836	20.29563	21.02997	7.101423	5.84605	6.450025	6.315086	9.072143	11.68313	6.560543	2.94382	4.453173	3.616664	2.697877	4.056986	7.49438	5.276969	3.959978	8.517904	6.804774	12.91503	2.290616	2.388503	2.339727	1.960413	2.598214	3.471468	3.000903	2.413335	5.783301	4.148615	8.724775	-0.44498	-1.25537	-5.12259	-0.47361	-0.15512	-0.19295	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	2	2	5162.11	1852.922	0	1852.922	1852.922	162.1097	-999.25	5162.11
11870	85	0	-2.00034	-1.82575	-1.91209	-1.76187	-0.27268	-0.22075	-0.24667	-0.23244	-0.20559	Cerca del TECHO	-0.1888	23.970101	24.28929	24.13623	21.7719	7.73566	7.336272	7.533763	7.044924	9.900908	10.74691	9.068355	2.337579	2.642173	2.487485	2.058527	4.744325	5.772039	5.21083	3.499352	10.71804	10.16141	11.47329	1.72451	1.682793	1.702797	1.847574	2.282523	2.479878	2.380366	2.074174	5.162127	4.63453	5.786392	0.319186	-0.39939	-1.67856	-0.17459	-0.05193	-0.03068	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	2	2	5162.981	1862.884	0	1862.884	1862.884	162.9812	-999.25	5162.981
11880	85	0	-1.80507	-1.94946	-1.87675	-1.76724	-0.20573	-0.25727	-0.23139	-0.22499	-0.16985	Cerca de la BASE	-0.23312	24.458379	24.1202	24.29425	21.86422	7.299104	7.623505	7.459635	7.036321	9.361496	8.528594	10.22155	2.685581	2.424	2.547522	2.050365	6.162631	4.99933	5.519305	3.611686	12.50791	18.0641	9.687714	1.660693	1.704892	1.682145	1.833533	2.498607	2.335147	2.417718	2.077919	5.547136	6.277782	4.946789	-0.33818	0.324401	1.69296	0.144395	0.051532	0.128796	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	2	2	5163.853	1872.846	0	1872.846	1872.846	163.8528	-999.25	5163.853
11890	85	0	-1.11725	-1.55527	-1.32583	-1.38747	-0.12185	-0.27848	-0.20025	-0.17984	-0.16299	Cerca del TECHO	-0.31152	20.017724	20.28679	20.15723	21.30394	5.635909	6.780721	6.186807	6.267498	7.416776	4.945609	10.04048	4.894149	3.266131	3.975341	2.733679	9.699893	4.648459	6.327077	4.37757	12.93802	200	7.631802	2.402116	2.341711	2.370797	1.918745	3.669267	2.796172	3.20598	2.438899	7.495172	12.32615	5.06422	0.269066	1.144812	5.094872	0.438022	0.156635	0.320275	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	2	2	5164.724	1882.808	0	1882.808	1882.808	164.7244	-999.25	5164.724
11900	85	0	-0.53554	-1.28663	-0.87095	-0.82379	-0.01318	-0.30242	-0.16028	-0.12301	-0.16423	Cerca del TECHO	-0.42466	11.014229	11.96416	11.35421	16.00026	2.767458	4.928529	3.763295	4.454935	4.188803	0.198552	8.644363	10.87275	4.131115	6.542051	4.81101	44.40211	4.299044	7.694328	5.975022	12.8603	200	5.832131	6.80794	5.916094	6.4828	3.101971	9.693437	4.437932	6.471414	3.848251	15.04226	408.9139	6.162123	0.949934	2.161071	8.44581	0.751096	0.28924	0.589923	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	2	2	5165.596	1892.77	0	1892.77	1892.77	165.5959	-999.25	5165.596
